FECHA,INCIDENTE,CANT_INCIDENTES
Jul 1 2018,RIÑA,41251
Jul 1 2018,SANGRADO VAGINAL,54
Jul 1 2018,SINTOMAS GASTROINTESTINALES,1264
Jul 1 2018,SISMO,4
Jul 1 2018,SOLICITUD APOYO / DESACATO,1070
Jul 1 2018,SUPLANTACION DE PROFESION U OFICIO,357
Jul 1 2018,TRASTORNO MENTAL,2385
Jul 1 2018,VEHICULO ABANDONADO/MAL ESTACIONADO,7883
Jul 1 2018,VEHICULO HURTADO,1226
Jul 1 2018,VEHICULO PELIGROSO,2878
Jul 1 2018,VEHICULO RECUPERADO,119
Jul 1 2018,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,1687
Jul 1 2018,VERIFICAR SITUACION,14577
Jul 1 2018,VIOLENCIA SEXUAL,379
Jul 1 2019,ABEJAS,579
Jul 1 2019,ABORTO,4
Jul 1 2019,ABRIR DOMICILIO,162
Jul 1 2019,ACCIDENTE CEREBRO VASCULAR,887
Jul 1 2019,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,12108
Jul 1 2019,ACCIDENTE TRANSITO SIMPLE,16185
Jul 1 2019,ACTOS CONTRA EL AMBIENTE,2272
Jul 1 2019,ALARMA,2086
Jul 1 2019,ALTERACION DEL ORDEN PUBLICO,23764
Jul 1 2019,AMENAZA DE RUINA,64
Jul 1 2019,ANIMAL ATRAPADO,349
Jul 1 2019,ANIMAL MALTRATADO,3050
Jul 1 2019,ANIMAL PELIGROSO,1339
Jul 1 2019,ATRACO / HURTO EN PROCESO,8050
Jul 1 2019,CAIDA DE ALTURA,701
Jul 1 2019,CONVULSION,1816
Jul 1 2019,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2370
Jul 1 2019,DAÑOS EN SERVICIOS PUBLICOS,1378
Jul 1 2019,DELINCUENTE CAPTURADO POR CIVIL,2584
Jul 1 2019,DESARME,1
Jul 1 2019,DESLIZAMIENTO,19
Jul 1 2019,DISPAROS,917
Jul 1 2019,DOLOR TORACICO,1208
Jul 1 2019,ELECTROCUCION / RESCATE,11
Jul 1 2019,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,667
Jul 1 2019,EMBRIAGUEZ,3681
Jul 1 2019,ENFERMO,2830
Jul 1 2019,EVENTO RESPIRATORIO,2359
Jul 1 2019,EXHIBICIONES Y/O ACTOS OBSCENOS,527
Jul 1 2019,EXPLOSION,51
Jul 1 2019,EXTRAVIADOS / DESAPARECIDOS,1292
Jul 1 2019,FUGA DE GAS NATURAL O PROPANO,945
Jul 1 2019,FUGA DE PRESOS,103
Jul 1 2019,HABITANTE DE LA CALLE,1873
Jul 1 2019,HALLAZGO DE EXPLOSIVOS,95
Jul 1 2019,HERIDOS,3409
Jul 1 2019,HURTO EFECTUADO,3007
Jul 1 2019,INCENDIO CON MATPEL,22
Jul 1 2019,INCENDIO ESTRUCTURAL,603
Jul 1 2019,INCENDIO FORESTAL,379
Jul 1 2019,INCENDIO VEHICULAR,87
Jul 1 2019,INCIDENTE RESCATE ACUATICO,12
Jul 1 2019,INCONSCIENTE/PARO CARDIORRESPIRATORIO,3716
Jul 1 2019,INDEBIDO USO DE ESTABLECIMIENTO,192
Jul 1 2019,INFORMACION CONFIDENCIAL,415
Jul 1 2019,INTENTO DE SUICIDIO,832
Jul 1 2019,INTENTO/VIOLACION DE DOMICILIO,794
Jul 1 2019,INTOXICACION,522
Jul 1 2019,INUNDACION,117
Jul 1 2019,INVASION DE TERRENO O EDIFICIO,207
Jul 1 2019,LESIONES PERSONALES,5054
Jul 1 2019,MALTRATO,2105
Jul 1 2019,MALTRATO A MUJER,8260
Jul 1 2019,MANIFESTACION / MOTIN,252
Jul 1 2019,MATPEL,226
Jul 1 2019,MENOR EN ESTABLECIMIENTO MAYORES,80
Jul 1 2019,MENOR O PERSONA ABANDONADA,610
Jul 1 2019,MOVILIDAD / SEÑALIZACION,3311
Jul 1 2019,MUERTE NATURAL,449
Jul 1 2019,MUERTO,148
Jul 1 2019,NARCOTICOS,6829
Jul 1 2019,PANDILLAS JUVENILES,71
Jul 1 2019,PATOLOGIA GINECOBSTETRICA,580
Jul 1 2019,PERSONA O VEHICULO SOSPECHOSO,9247
Jul 1 2019,PERSONA PIDIENDO AUXILIO,1042
Jul 1 2019,PERSONA TENDIDA EN LA VIA,539
Jul 1 2019,POLVORA,125
Jul 1 2019,PORTE ILEGAL DE ARMAS,1562
Jul 1 2019,PREVENCION,1
Jul 1 2019,QUEMADURAS,41
Jul 1 2019,QUEMAS PROHIBIDAS,696
Jul 1 2019,RAPTO / SECUESTRO,588
Jul 1 2019,REMISION DINEROS / ACOMPAÑAMIENTO,3503
Jul 1 2019,RESCATES,169
Jul 1 2019,RESCATES MONTAÑA,16
Jul 1 2019,RESTOS HUMANOS,10
Jul 1 2019,RIÑA,35367
Jul 1 2019,SANGRADO VAGINAL,61
Jul 1 2019,SINTOMAS GASTROINTESTINALES,1316
Jul 1 2019,SOLICITUD APOYO / DESACATO,971
Jul 1 2019,SUPLANTACION DE PROFESION U OFICIO,399
Jul 1 2019,TRASTORNO MENTAL,2110
Jul 1 2019,VEHICULO ABANDONADO/MAL ESTACIONADO,7440
Jul 1 2019,VEHICULO HURTADO,1119
Jul 1 2019,VEHICULO PELIGROSO,2914
Jul 1 2019,VEHICULO RECUPERADO,91
Jul 1 2019,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,1158
Jul 1 2019,VERIFICAR SITUACION,14165
Jul 1 2019,VIOLENCIA SEXUAL,441
Jun 1 2014,ABEJAS,256
Jun 1 2014,ABORTO,6
Jun 1 2014,ABRIR DOMICILIO,89
Jun 1 2014,ACCIDENTE CEREBRO VASCULAR,3046
Jun 1 2014,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,13679
Jun 1 2014,ACCIDENTE TRANSITO SIMPLE,16359
Jun 1 2014,ACCION SUBVERSIVA,5
Jun 1 2014,ACTOS CONTRA EL AMBIENTE,1154
Jun 1 2014,ALARMA,1324
Jun 1 2014,ALTERACION DEL ORDEN PUBLICO,21216
Jun 1 2014,AMENAZA DE RUINA,49
Jun 1 2014,ANIMAL ATRAPADO,229
Jun 1 2014,ANIMAL MALTRATADO,811
Jun 1 2014,ANIMAL PELIGROSO,843
Jun 1 2014,ATRACO / HURTO EN PROCESO,8373
Jun 1 2014,CAIDA DE ALTURA,3695
Jun 1 2014,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2908
Jun 1 2014,DAÑOS EN SERVICIOS PUBLICOS,2594
Jun 1 2014,DELINCUENTE CAPTURADO POR CIVIL,1424
Jun 1 2014,DESARME,1
Jun 1 2014,DESLIZAMIENTO,43
Jun 1 2014,DISPAROS,1447
Jun 1 2014,DOLOR TORACICO,980
Jun 1 2014,ELECTROCUCION / RESCATE,42
Jun 1 2014,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,414
Jun 1 2014,EMBRIAGUEZ,5534
Jun 1 2014,ENFERMO,3488
Jun 1 2014,EVENTO RESPIRATORIO,3422
Jun 1 2014,EXPLOSION,93
Jun 1 2014,EXTRAVIADOS / DESAPARECIDOS,1854
Jun 1 2014,FUGA DE GAS NATURAL O PROPANO,1046
Jun 1 2014,FUGA DE PRESOS,90
Jun 1 2014,HABITANTE DE LA CALLE,1674
Jun 1 2014,HALLAZGO DE EXPLOSIVOS,115
Jun 1 2014,HURTO EFECTUADO,2675
Jun 1 2014,INCENDIO CON MATPEL,9
Jun 1 2014,INCENDIO ESTRUCTURAL,852
Jun 1 2014,INCENDIO FORESTAL,289
Jun 1 2014,INCENDIO VEHICULAR,184
Jun 1 2014,INCIDENTE RESCATE ACUATICO,22
Jun 1 2014,INCONSCIENTE/PARO CARDIORRESPIRATORIO,5261
Jun 1 2014,INDEBIDO USO DE ESTABLECIMIENTO,2328
Jun 1 2014,INFORMACION CONFIDENCIAL,1059
Jun 1 2014,INTENTO DE SUICIDIO,625
Jun 1 2014,INTENTO/VIOLACION DE DOMICILIO,1043
Jun 1 2014,INTOXICACION,719
Jun 1 2014,INUNDACION,175
Jun 1 2014,INVASION DE TERRENO O EDIFICIO,95
Jun 1 2014,LESIONES PERSONALES,8233
Jun 1 2014,MALTRATO,2117
Jun 1 2014,MALTRATO A MUJER,8288
Jun 1 2014,MANIFESTACION / MOTIN,626
Jun 1 2014,MATPEL,254
Jun 1 2014,MENOR EN ESTABLECIMIENTO MAYORES,152
Jun 1 2014,MENOR O PERSONA ABANDONADA,435
Jun 1 2014,MOVILIDAD / SEÑALIZACION,4661
Jun 1 2014,MUERTE NATURAL,334
Jun 1 2014,MUERTO,185
Jun 1 2014,NARCOTICOS,4083
Jun 1 2014,PANDILLAS JUVENILES,641
Jun 1 2014,PATOLOGIA GINECOBSTETRICA,1017
Jun 1 2014,PERSONA O VEHICULO SOSPECHOSO,8736
Jun 1 2014,PERSONA PIDIENDO AUXILIO,1015
Jun 1 2014,PERSONA TENDIDA EN LA VIA,1010
Jun 1 2014,PORTE ILEGAL DE ARMAS,1895
Jun 1 2014,QUEMADURAS,61
Jun 1 2014,QUEMAS PROHIBIDAS,490
Jun 1 2014,RAPTO / SECUESTRO,756
Jun 1 2014,REMISION DINEROS / ACOMPAÑAMIENTO,4571
Jun 1 2014,RESCATES,137
Jun 1 2014,RESCATES MONTAÑA,3
Jun 1 2014,RESTOS HUMANOS,15
Jun 1 2014,RIÑA,43645
Jun 1 2014,SINTOMAS GASTROINTESTINALES,1766
Jun 1 2014,SOLICITUD APOYO / DESACATO,1479
Jun 1 2014,SUPLANTACION DE PROFESION U OFICIO,343
Jun 1 2014,TRASTORNO MENTAL,2094
Jun 1 2014,VEHICULO ABANDONADO/MAL ESTACIONADO,6088
Jun 1 2014,VEHICULO HURTADO,914
Jun 1 2014,VEHICULO PELIGROSO,3515
Jun 1 2014,VEHICULO RECUPERADO,75
Jun 1 2014,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,2877
Jun 1 2014,VERIFICAR SITUACION,14892
Jun 1 2014,VIOLENCIA SEXUAL,769
Jun 1 2015,ABEJAS,210
Jun 1 2015,ABORTO,17
Jun 1 2015,ABRIR DOMICILIO,134
Jun 1 2015,ACCIDENTE CEREBRO VASCULAR,3401
Jun 1 2015,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,17220
Jun 1 2015,ACCIDENTE TRANSITO SIMPLE,18991
Jun 1 2015,ACTOS CONTRA EL AMBIENTE,1757
Jun 1 2015,ALARMA,2249
Jun 1 2015,ALTERACION DEL ORDEN PUBLICO,22416
Jun 1 2015,AMENAZA DE RUINA,66
Jun 1 2015,ANIMAL ATRAPADO,285
Jun 1 2015,ANIMAL MALTRATADO,1318
Jun 1 2015,ANIMAL PELIGROSO,880
Jun 1 2015,ATRACO / HURTO EN PROCESO,9381
Jun 1 2015,CAIDA DE ALTURA,4282
Jun 1 2015,CONVULSION,51
Jun 1 2015,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2743
Jun 1 2015,DAÑOS EN SERVICIOS PUBLICOS,2912
Jun 1 2015,DELINCUENTE CAPTURADO POR CIVIL,2019
Jun 1 2015,DESLIZAMIENTO,31
Jun 1 2015,DISPAROS,1550
Jun 1 2015,DOLOR TORACICO,1182
Jun 1 2015,ELECTROCUCION / RESCATE,15
Jun 1 2015,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,669
Jun 1 2015,EMBRIAGUEZ,3242
Jun 1 2015,EMERGENCIA AEREA,1
Jun 1 2015,ENFERMO,3456
Jun 1 2015,EVENTO RESPIRATORIO,3585
Jun 1 2015,EXHIBICIONES Y/O ACTOS OBSCENOS,523
Jun 1 2015,EXPLOSION,82
Jun 1 2015,EXTRAVIADOS / DESAPARECIDOS,1837
Jun 1 2015,FUGA DE GAS NATURAL O PROPANO,1182
Jun 1 2015,FUGA DE PRESOS,105
Jun 1 2015,HABITANTE DE LA CALLE,2257
Jun 1 2015,HALLAZGO DE EXPLOSIVOS,130
Jun 1 2015,HERIDOS,7
Jun 1 2015,HURTO EFECTUADO,2981
Jun 1 2015,INCENDIO CON MATPEL,17
Jun 1 2015,INCENDIO ESTRUCTURAL,1009
Jun 1 2015,INCENDIO FORESTAL,365
Jun 1 2015,INCENDIO VEHICULAR,197
Jun 1 2015,INCIDENTE RESCATE ACUATICO,23
Jun 1 2015,INCONSCIENTE/PARO CARDIORRESPIRATORIO,5016
Jun 1 2015,INDEBIDO USO DE ESTABLECIMIENTO,257
Jun 1 2015,INFORMACION CONFIDENCIAL,713
Jun 1 2015,INTENTO DE SUICIDIO,768
Jun 1 2015,INTENTO/VIOLACION DE DOMICILIO,1126
Jun 1 2015,INTOXICACION,787
Jun 1 2015,INUNDACION,129
Jun 1 2015,INVASION DE TERRENO O EDIFICIO,175
Jun 1 2015,LESIONES PERSONALES,7814
Jun 1 2015,MALTRATO,2386
Jun 1 2015,MALTRATO A MUJER,9757
Jun 1 2015,MANIFESTACION / MOTIN,496
Jun 1 2015,MATPEL,188
Jun 1 2015,MENOR EN ESTABLECIMIENTO MAYORES,146
Jun 1 2015,MENOR O PERSONA ABANDONADA,568
Jun 1 2015,MOVILIDAD / SEÑALIZACION,3953
Jun 1 2015,MUERTE NATURAL,235
Jun 1 2015,MUERTO,146
Jun 1 2015,NARCOTICOS,4829
Jun 1 2015,PANDILLAS JUVENILES,389
Jun 1 2015,PATOLOGIA GINECOBSTETRICA,1042
Jun 1 2015,PERSONA O VEHICULO SOSPECHOSO,11142
Jun 1 2015,PERSONA PIDIENDO AUXILIO,1296
Jun 1 2015,PERSONA TENDIDA EN LA VIA,927
Jun 1 2015,PORTE ILEGAL DE ARMAS,2111
Jun 1 2015,PREVENCION,2
Jun 1 2015,QUEMADURAS,80
Jun 1 2015,QUEMAS PROHIBIDAS,600
Jun 1 2015,RAPTO / SECUESTRO,829
Jun 1 2015,REMISION DINEROS / ACOMPAÑAMIENTO,4438
Jun 1 2015,RESCATES,168
Jun 1 2015,RESCATES MONTAÑA,15
Jun 1 2015,RESTOS HUMANOS,10
Jun 1 2015,RIÑA,44003
Jun 1 2015,SINTOMAS GASTROINTESTINALES,1985
Jun 1 2015,SOLICITUD APOYO / DESACATO,1423
Jun 1 2015,SUPLANTACION DE PROFESION U OFICIO,483
Jun 1 2015,TRASTORNO MENTAL,2615
Jun 1 2015,VEHICULO ABANDONADO/MAL ESTACIONADO,8154
Jun 1 2015,VEHICULO HURTADO,1075
Jun 1 2015,VEHICULO PELIGROSO,3494
Jun 1 2015,VEHICULO RECUPERADO,81
Jun 1 2015,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,2462
Jun 1 2015,VERIFICAR SITUACION,14709
Jun 1 2015,VIOLENCIA SEXUAL,412
Jun 1 2016,ABEJAS,540
Jun 1 2016,ABORTO,7
Jun 1 2016,ABRIR DOMICILIO,172
Jun 1 2016,ACCIDENTE CEREBRO VASCULAR,1284
Jun 1 2016,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,24994
Jun 1 2016,ACCIDENTE TRANSITO SIMPLE,22435
Jun 1 2016,ACCION SUBVERSIVA,1
Jun 1 2016,ACTOS CONTRA EL AMBIENTE,2205
Jun 1 2016,ALARMA,2256
Jun 1 2016,ALTERACION DEL ORDEN PUBLICO,26328
Jun 1 2016,AMENAZA DE RUINA,76
Jun 1 2016,ANIMAL ATRAPADO,376
Jun 1 2016,ANIMAL MALTRATADO,2037
Jun 1 2016,ANIMAL PELIGROSO,1152
Jun 1 2016,ATRACO / HURTO EN PROCESO,9277
Jun 1 2016,CAIDA DE ALTURA,1258
Jun 1 2016,CONVULSION,2392
Jun 1 2016,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2838
Jun 1 2016,DAÑOS EN SERVICIOS PUBLICOS,3441
Jun 1 2016,DELINCUENTE CAPTURADO POR CIVIL,1878
Jun 1 2016,DESLIZAMIENTO,6
Jun 1 2016,DISPAROS,1444
Jun 1 2016,DOLOR TORACICO,1044
Jun 1 2016,ELECTROCUCION / RESCATE,35
Jun 1 2016,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,677
Jun 1 2016,EMBRIAGUEZ,3539
Jun 1 2016,ENFERMO,3243
Jun 1 2016,EVENTO RESPIRATORIO,3384
Jun 1 2016,EXHIBICIONES Y/O ACTOS OBSCENOS,530
Jun 1 2016,EXPLOSION,107
Jun 1 2016,EXTRAVIADOS / DESAPARECIDOS,1754
Jun 1 2016,FUGA DE GAS NATURAL O PROPANO,1391
Jun 1 2016,FUGA DE PRESOS,110
Jun 1 2016,HABITANTE DE LA CALLE,4372
Jun 1 2016,HALLAZGO DE EXPLOSIVOS,127
Jun 1 2016,HERIDOS,2885
Jun 1 2016,HURTO EFECTUADO,3050
Jun 1 2016,INCENDIO CON MATPEL,37
Jun 1 2016,INCENDIO ESTRUCTURAL,925
Jun 1 2016,INCENDIO FORESTAL,492
Jun 1 2016,INCENDIO VEHICULAR,184
Jun 1 2016,INCIDENTE RESCATE ACUATICO,25
Jun 1 2016,INCONSCIENTE/PARO CARDIORRESPIRATORIO,5752
Jun 1 2016,INDEBIDO USO DE ESTABLECIMIENTO,284
Jun 1 2016,INFORMACION CONFIDENCIAL,695
Jun 1 2016,INTENTO DE SUICIDIO,1161
Jun 1 2016,INTENTO/VIOLACION DE DOMICILIO,1055
Jun 1 2016,INTOXICACION,912
Jun 1 2016,INUNDACION,150
Jun 1 2016,INVASION DE TERRENO O EDIFICIO,270
Jun 1 2016,LESIONES PERSONALES,7163
Jun 1 2016,MALTRATO,2164
Jun 1 2016,MALTRATO A MUJER,9768
Jun 1 2016,MANIFESTACION / MOTIN,504
Jun 1 2016,MATPEL,430
Jun 1 2016,MENOR EN ESTABLECIMIENTO MAYORES,160
Jun 1 2016,MENOR O PERSONA ABANDONADA,455
Jun 1 2016,MOVILIDAD / SEÑALIZACION,4212
Jun 1 2016,MUERTE NATURAL,336
Jun 1 2016,MUERTO,170
Jun 1 2016,NARCOTICOS,5729
Jun 1 2016,PANDILLAS JUVENILES,392
Jun 1 2016,PATOLOGIA GINECOBSTETRICA,876
Jun 1 2016,PERSONA O VEHICULO SOSPECHOSO,10286
Jun 1 2016,PERSONA PIDIENDO AUXILIO,1313
Jun 1 2016,PERSONA TENDIDA EN LA VIA,877
Jun 1 2016,PORTE ILEGAL DE ARMAS,1949
Jun 1 2016,PREVENCION,9
Jun 1 2016,QUEMADURAS,103
Jun 1 2016,QUEMAS PROHIBIDAS,897
Jun 1 2016,RAPTO / SECUESTRO,741
Jun 1 2016,REMISION DINEROS / ACOMPAÑAMIENTO,5699
Jun 1 2016,RESCATES,208
Jun 1 2016,RESCATES MONTAÑA,3
Jun 1 2016,RESTOS HUMANOS,11
Jun 1 2016,RIÑA,42226
Jun 1 2016,SANGRADO VAGINAL,53
Jun 1 2016,SINTOMAS GASTROINTESTINALES,1630
Jun 1 2016,SOLICITUD APOYO / DESACATO,1314
Jun 1 2016,SUPLANTACION DE PROFESION U OFICIO,452
Jun 1 2016,TRASTORNO MENTAL,3564
Jun 1 2016,VEHICULO ABANDONADO/MAL ESTACIONADO,13023
Jun 1 2016,VEHICULO HURTADO,1060
Jun 1 2016,VEHICULO PELIGROSO,4521
Jun 1 2016,VEHICULO RECUPERADO,95
Jun 1 2016,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,2644
Jun 1 2016,VERIFICAR SITUACION,14341
Jun 1 2016,VIOLENCIA SEXUAL,369
Jun 1 2017,ABEJAS,444
Jun 1 2017,ABORTO,5
Jun 1 2017,ABRIR DOMICILIO,125
Jun 1 2017,ACCIDENTE CEREBRO VASCULAR,888
Jun 1 2017,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,12538
Jun 1 2017,ACCIDENTE TRANSITO SIMPLE,19562
Jun 1 2017,ACCION SUBVERSIVA,3
Jun 1 2017,ACTOS CONTRA EL AMBIENTE,2184
Jun 1 2017,ALARMA,2939
Jun 1 2017,ALTERACION DEL ORDEN PUBLICO,34744
Jun 1 2017,AMENAZA DE RUINA,57
Jun 1 2017,ANIMAL ATRAPADO,352
Jun 1 2017,ANIMAL MALTRATADO,3589
Jun 1 2017,ANIMAL PELIGROSO,1567
Jun 1 2017,ATRACO / HURTO EN PROCESO,9261
Jun 1 2017,CAIDA DE ALTURA,713
Jun 1 2017,CONVULSION,1808
Jun 1 2017,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2633
Jun 1 2017,DAÑOS EN SERVICIOS PUBLICOS,1541
Jun 1 2017,DELINCUENTE CAPTURADO POR CIVIL,2205
Jun 1 2017,DESLIZAMIENTO,58
Jun 1 2017,DISPAROS,1041
Jun 1 2017,DOLOR TORACICO,998
Jun 1 2017,ELECTROCUCION / RESCATE,20
Jun 1 2017,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,556
Jun 1 2017,EMBRIAGUEZ,4568
Jun 1 2017,EMERGENCIA AEREA,1
Jun 1 2017,ENFERMO,2574
Jun 1 2017,EVENTO RESPIRATORIO,2478
Jun 1 2017,EXHIBICIONES Y/O ACTOS OBSCENOS,607
Jun 1 2017,EXPLOSION,90
Jun 1 2017,EXTRAVIADOS / DESAPARECIDOS,1518
Jun 1 2017,FUGA DE GAS NATURAL O PROPANO,660
Jun 1 2017,FUGA DE PRESOS,84
Jun 1 2017,HABITANTE DE LA CALLE,3369
Jun 1 2017,HALLAZGO DE EXPLOSIVOS,269
Jun 1 2017,HERIDOS,2552
Jun 1 2017,HURTO EFECTUADO,2904
Jun 1 2017,INCENDIO CON MATPEL,12
Jun 1 2017,INCENDIO ESTRUCTURAL,711
Jun 1 2017,INCENDIO FORESTAL,263
Jun 1 2017,INCENDIO VEHICULAR,186
Jun 1 2017,INCIDENTE RESCATE ACUATICO,29
Jun 1 2017,INCONSCIENTE/PARO CARDIORRESPIRATORIO,3651
Jun 1 2017,INDEBIDO USO DE ESTABLECIMIENTO,248
Jun 1 2017,INFORMACION CONFIDENCIAL,659
Jun 1 2017,INTENTO DE SUICIDIO,731
Jun 1 2017,INTENTO/VIOLACION DE DOMICILIO,956
Jun 1 2017,INTOXICACION,595
Jun 1 2017,INUNDACION,191
Jun 1 2017,INVASION DE TERRENO O EDIFICIO,142
Jun 1 2017,LESIONES PERSONALES,5444
Jun 1 2017,MALTRATO,1792
Jun 1 2017,MALTRATO A MUJER,11106
Jun 1 2017,MANIFESTACION / MOTIN,419
Jun 1 2017,MATPEL,315
Jun 1 2017,MENOR EN ESTABLECIMIENTO MAYORES,129
Jun 1 2017,MENOR O PERSONA ABANDONADA,518
Jun 1 2017,MOVILIDAD / SEÑALIZACION,3553
Jun 1 2017,MUERTE NATURAL,390
Jun 1 2017,MUERTO,123
Jun 1 2017,NARCOTICOS,6587
Jun 1 2017,PANDILLAS JUVENILES,303
Jun 1 2017,PATOLOGIA GINECOBSTETRICA,588
Jun 1 2017,PERSONA O VEHICULO SOSPECHOSO,10892
Jun 1 2017,PERSONA PIDIENDO AUXILIO,1179
Jun 1 2017,PERSONA TENDIDA EN LA VIA,790
Jun 1 2017,POLVORA,96
Jun 1 2017,PORTE ILEGAL DE ARMAS,1855
Jun 1 2017,QUEMADURAS,59
Jun 1 2017,QUEMAS PROHIBIDAS,616
Jun 1 2017,RAPTO / SECUESTRO,712
Jun 1 2017,REMISION DINEROS / ACOMPAÑAMIENTO,4987
Jun 1 2017,RESCATES,151
Jun 1 2017,RESCATES MONTAÑA,11
Jun 1 2017,RESTOS HUMANOS,9
Jun 1 2017,RIÑA,40283
Jun 1 2017,SANGRADO VAGINAL,51
Jun 1 2017,SINTOMAS GASTROINTESTINALES,1228
Jun 1 2017,SISMO,2
Jun 1 2017,SOLICITUD APOYO / DESACATO,1165
Jun 1 2017,SUPLANTACION DE PROFESION U OFICIO,455
Jun 1 2017,TRASTORNO MENTAL,1816
Jun 1 2017,VEHICULO ABANDONADO/MAL ESTACIONADO,8562
Jun 1 2017,VEHICULO HURTADO,1089
Jun 1 2017,VEHICULO PELIGROSO,3494
Jun 1 2017,VEHICULO RECUPERADO,89
Jun 1 2017,VENTA O CONSUMO ALCOHOL U OTRO EN MENOR,2727
Jun 1 2017,VERIFICAR SITUACION,13811
Jun 1 2017,VIOLENCIA SEXUAL,297
Jun 1 2018,ABEJAS,404
Jun 1 2018,ABORTO,2
Jun 1 2018,ABRIR DOMICILIO,125
Jun 1 2018,ACCIDENTE CEREBRO VASCULAR,819
Jun 1 2018,ACCIDENTE TRANSITO CON HERIDOS/MUERTOS,10998
Jun 1 2018,ACCIDENTE TRANSITO SIMPLE,15606
Jun 1 2018,ACTOS CONTRA EL AMBIENTE,2235
Jun 1 2018,ALARMA,3336
Jun 1 2018,ALTERACION DEL ORDEN PUBLICO,30763
Jun 1 2018,AMENAZA DE RUINA,57
Jun 1 2018,ANIMAL ATRAPADO,343
Jun 1 2018,ANIMAL MALTRATADO,2558
Jun 1 2018,ANIMAL PELIGROSO,1221
Jun 1 2018,ATRACO / HURTO EN PROCESO,7542
Jun 1 2018,CAIDA DE ALTURA,587
Jun 1 2018,CONVULSION,1745
Jun 1 2018,DAÑOS EN PROPIEDAD PUBLICA/PRIVADA,2558
Jun 1 2018,DAÑOS EN SERVICIOS PUBLICOS,1420
Jun 1 2018,DELINCUENTE CAPTURADO POR CIVIL,2391
Jun 1 2018,DESLIZAMIENTO,13
Jun 1 2018,DISPAROS,925
Jun 1 2018,DOLOR TORACICO,1029
Jun 1 2018,ELECTROCUCION / RESCATE,23
Jun 1 2018,ELEMENTO CAIDO Y/O EN PELIGRO DE CAER.,472
Jun 1 2018,EMBRIAGUEZ,6095
Jun 1 2018,EMERGENCIA AEREA,1
Jun 1 2018,ENFERMO,2537
Jun 1 2018,EVENTO RESPIRATORIO,2784
Jun 1 2018,EXHIBICIONES Y/O ACTOS OBSCENOS,474
Jun 1 2018,EXPLOSION,42
Jun 1 2018,EXTRAVIADOS / DESAPARECIDOS,1280
Jun 1 2018,FUGA DE GAS NATURAL O PROPANO,682
Jun 1 2018,FUGA DE PRESOS,112
Jun 1 2018,HABITANTE DE LA CALLE,1852
Jun 1 2018,HALLAZGO DE EXPLOSIVOS,103
Jun 1 2018,HERIDOS,2717
Jun 1 2018,HURTO EFECTUADO,2817
Jun 1 2018,INCENDIO CON MATPEL,16
Jun 1 2018,INCENDIO ESTRUCTURAL,639
Jun 1 2018,INCENDIO FORESTAL,273
Jun 1 2018,INCENDIO VEHICULAR,106
Jun 1 2018,INCIDENTE RESCATE ACUATICO,29
Jun 1 2018,INCONSCIENTE/PARO CARDIORRESPIRATORIO,3712
Jun 1 2018,INDEBIDO USO DE ESTABLECIMIENTO,874
Jun 1 2018,INFORMACION CONFIDENCIAL,463
Jun 1 2018,INTENTO DE SUICIDIO,725
Jun 1 2018,INTENTO/VIOLACION DE DOMICILIO,823
Jun 1 2018,INTOXICACION,588
Jun 1 2018,INUNDACION,86
Jun 1 2018,INVASION DE TERRENO O EDIFICIO,170
Jun 1 2018,LESIONES PERSONALES,5300
Jun 1 2018,MALTRATO,1652
Jun 1 2018,MALTRATO A MUJER,11290
Jun 1 2018,MANIFESTACION / MOTIN,256
Jun 1 2018,MATPEL,288
Jun 1 2018,MENOR EN ESTABLECIMIENTO MAYORES,108
Jun 1 2018,MENOR O PERSONA ABANDONADA,464
Jun 1 2018,MOVILIDAD / SEÑALIZACION,2734
Jun 1 2018,MUERTE NATURAL,375
Jun 1 2018,MUERTO,125
Jun 1 2018,NARCOTICOS,6907
Jun 1 2018,PANDILLAS JUVENILES,156
Jun 1 2018,PATOLOGIA GINECOBSTETRICA,443
Jun 1 2018,PERSONA O VEHICULO SOSPECHOSO,8179
Jun 1 2018,PERSONA PIDIENDO AUXILIO,1113
